sentence,emotion
Dignitas-Chef: Politiker wollen Sterbehilfe verhindern,Traurigkeit
Lebensgefahr! Deutscher kriegt Impfschock,Angst
Die Menschheit muss ihre klimaschädlichen Emissionen vollständig eliminieren – doch CO2-Steuern sind dafür nicht das richtige Mittel,Antizipation
Zermatt treibt Verbotswahn auf die Spitze,Überraschung
Zermatt treibt Verbotswahn auf die Spitze,Ärger
Bundesrat lehnt Mindestlohn-Initiative ab,Unklar
Mehrheit gegen SVP-Initiative,Angst
Tierschützer wollen Jagd verbieten,Antizipation
Tierschützer wollen Jagd verbieten,Freude
Beben in China: Endloses Warten auf Hilfe,Ärger
Beben in China: Endloses Warten auf Hilfe,Traurigkeit
Es braucht keine Milliardenbussen der EU-Kommission. Der Markt diszipliniert Google auch so.,Überraschung
Es braucht keine Milliardenbussen der EU-Kommission. Der Markt diszipliniert Google auch so.,Antizipation
Ständeratskommission gegen Burkaverbot,Antizipation
Ständerat will Casinos in touristischen Gebieten stärker entlasten,Antizipation
28-Stunden-Woche: Die deutsche Industrie fürchtet um ihre Wettbewerbsfähigkeit,Überraschung
Nehmen uns Roboter bald die Jobs weg?,Vertrauen
Dieser Automat macht alle arbeitslos,Antizipation
Exportwachstum nur dank höherer Medikamentenpreise,Überraschung
Exportwachstum nur dank höherer Medikamentenpreise,Freude
Luxemburger wollen kein Ausländerwahlrecht,Antizipation
Luxemburger wollen kein Ausländerwahlrecht,Vertrauen
Themen der Sonntagszeitungen: Machtkämpfe und eine Umfrage,Überraschung
Themen der Sonntagszeitungen: Machtkämpfe und eine Umfrage,Antizipation
«Genmanipulation beim Menschen ist nicht unethisch»,Unklar
Pokémon-Jagd auf dem Friedhof!,Überraschung
Schneider-Ammann schiesst Frauenquote ab,Antizipation
«Auch die Schweiz kann nicht über ihre Verhältnisse leben»,Antizipation
SVP ergreift kein Zuwanderungs-Referendum,Unklar
Adoptions-Verbot für Homo-Paare bleibt,Ärger
Adoptions-Verbot für Homo-Paare bleibt,Traurigkeit
Zieht Zürich heute einen Schluss-Strich?,Antizipation
Wer trägt eigentlich die Verantwortung für den Klimawandel?,Antizipation
"Solange unterwegs sein als ein Menschenrecht gedeutet wird, das durch Massentourismus eingelöst wird, sind die Tränen über die Erderwärmung Ausdruck lediglich unserer ökologischen Bigotterie",Traurigkeit
«Zuwanderung ist Potenzial für Vereine»,Vertrauen
Facebooks Marktstellung ist problematisch – aber nicht so einfach zu ändern,Antizipation
Tourminator am Ende!,Überraschung
Tourminator am Ende!,Antizipation
Schützt die Jugend – legalisiert Cannabis!,Antizipation
Schützt die Jugend – legalisiert Cannabis!,Vertrauen
Das Urteil des Sportgerichtshofs gegen Caster Semenya ist eines voller Zweifel,Überraschung
Nationalratskommission gegen CO2-Abgabe auf Flugtickets,Antizipation
Schmelzwasser des Grönländischen Eisschildes fliesst schneller ab,Überraschung
Schmelzwasser des Grönländischen Eisschildes fliesst schneller ab,Angst
Das Burkaverbot bringt die Schweiz in Gefahr,Angst
Hänschen im Glück – auch künstliche Intelligenz erlöst uns nicht von der babylonischen Sprachverwirrung,Angst
Humanitäre Hilfe in Jemens Hauptstadt zusammengebrochen,Traurigkeit
Wie wir der Plasticflut Herr werden,Vertrauen
Avenir Suisse zerpflückt Grundeinkommen,Ärger
Avenir Suisse zerpflückt Grundeinkommen,Angst
Google umgeht Datenschutz-Vorkehrungen für Apples iPhone und iPad,Ärger
Gemeinde stimmt Steuererhöhung zu,Ärger
Papst prangert Abtreibungen als Auftragsmorde an,Unklar
Pillenpreise sofort runter!,Antizipation
«Ich bin gegen eine Frauenquote»,Vertrauen
Ist Google wirklich so gefährlich?,Ärger
Kitas erhalten bis 2023 weitere 125 Millionen Franken vom Bund,Keine
Jetzt hetzt er gegen die SVP,Ärger
Bundesrat Alain Berset warnt vor bedingungslosem Grundeinkommen,Angst
"Wären wir stärker, wenn wir in der EU wären?",Antizipation
Schluss mit der Augenwischerei: Gentechnische Eingriffe an Embryonen sind selten notwendig,Antizipation
Initiative zur Trennung von Kirche und Staat im Wallis lanciert,Antizipation
Nationalratskommission stärkt Bundesrat bei Zuwanderung den Rücken,Keine
Nationalratskommission stärkt Bundesrat bei Zuwanderung den Rücken,Antizipation
Ukraine will nun doch Abkommen mit EU,Antizipation
Ölkonzerne müssen in EU künftig für Umweltschäden haften,Freude
Mit der AHV den Kapitalismus retten,Antizipation
Mit der AHV den Kapitalismus retten,Angst
«Frauenquote? Brauchen wir nicht!»,Keine
«Frauenquote? Brauchen wir nicht!»,Freude
Intersexuelle sollen im Sport mit Grenzen leben müssen,Überraschung
Intersexuelle sollen im Sport mit Grenzen leben müssen,Antizipation
Travail.Suisse bekämpft vorgesehene Senkung der Unternehmenssteuern,Antizipation
«Die lebenslange Verwahrung ist gestorben»,Antizipation
«Die lebenslange Verwahrung ist gestorben»,Traurigkeit
SGB empfiehlt Mindestlohn gegen Lohndiskriminierung der Frauen,Ärger
SGB empfiehlt Mindestlohn gegen Lohndiskriminierung der Frauen,Antizipation
Deutscher Bundestag beschliesst Frauenquote von 30 Prozent,Freude
Bundesrat will beim EU-Plastikverbot nicht nachziehen,Antizipation
Bundesrat will beim EU-Plastikverbot nicht nachziehen,Vertrauen
Geringe Katastrophenschäden bremsen Gewinnrückgang,Freude
Das fixe Rentenalter soll  aufgehoben statt verschoben werden,Antizipation
Bischöfe fordern mehr Engagement gegen Klimawandel,Antizipation
«Für uns gibt es diese Ehe nicht»,Unklar
Niemand will den Atommüll,Antizipation
Bundesrat gegen schweizweite Liberalisierung der Öffnungszeiten,Antizipation
EU will Google zerschlagen,Ärger
«Den Kommunismus bei der Geburt erdrosseln» – die Intervention der Westmächte im russischen Bürgerkrieg war ein kapitaler Fehlschlag,Unklar
Fahren – oder fahren lassen?,Vertrauen
Nationalrat will Burkaverbot selbst an die Hand nehmen,Antizipation
Wann kommt der Gratis-ÖV in der Schweiz?,Überraschung
Wann kommt der Gratis-ÖV in der Schweiz?,Antizipation
Fünf Rezepte gegen die SVP,Antizipation
Fünf Rezepte gegen die SVP,Vertrauen
Parlament will den Schutz des Wolfes lockern,Antizipation
Contra Geldspielgesetz: Ein gigantischer Schwarzmarkt,Überraschung
Contra Geldspielgesetz: Ein gigantischer Schwarzmarkt,Antizipation
Slowenen stimmen gegen Homo-Ehen,Unklar
Zuger Regierung will gar kein Burkaverbot,Unklar
Bundesrat will keine neuen Regeln zu religiösen Symbolen,Unklar
«Wir sind weiss Gott kein Volk von Faulen!»,Unklar
Bringt ein EU-Beitritt mehr Wirtschaftswachstum?,Vertrauen
Nationalrat gegen Frauenquote für Verwaltungsräte,Traurigkeit
Nationalrat gegen Frauenquote für Verwaltungsräte,Vertrauen
Klimawandel? Mir fehlt der Glaube,Unklar
Luzern erhöht Steuern und setzt Rotstift an,Antizipation
Der Spiegel im Wasserglas,Angst
Google räumt Mitschuld bei Unfall von selbstfahrendem Auto ein,Unklar
Bundesrat will Frauen-Rentenalter 65,Unklar
Sechs EU-Länder kündigen Strafmassnahmen gegen Google an,Ärger
Initiative für ein bedingungsloses Grundeinkommen lanciert,Antizipation
Initiative für ein bedingungsloses Grundeinkommen lanciert,Vertrauen
Frankreich legt Kommunalwahlrecht für Nicht-EU-Ausländer auf Eis,Ärger
Frankreich legt Kommunalwahlrecht für Nicht-EU-Ausländer auf Eis,Traurigkeit
Grippeimpfstoff von Novartis gefährlich?,Angst
Berset ist gegen fixes Rentenalter,Antizipation
Berset ist gegen fixes Rentenalter,Vertrauen
"In der Beiz, im Job, bei der Polizei",Traurigkeit
Lebenslängliche Verwirrung,Unklar
US-Republikaner wollen Schuldenobergrenze aussetzen,Unklar
Google könnte Rekord-Busse erhalten,Ärger
Smog in Budapest - Autofahrer können gratis Bus und Bahn fahren,Unklar
Amerikas Technologie-Konzerne werden so schnell nicht aus ihrem Paradies vertrieben werden,Überraschung
Nationalrat sagt Ja zur Liberalisierung der Öffnungszeiten,Keine
Nationalrat sagt Ja zur Liberalisierung der Öffnungszeiten,Ärger
CVP-Nachwuchs kämpft für mehr Homo-Toleranz,Ärger
CVP-Nachwuchs kämpft für mehr Homo-Toleranz,Antizipation
Chinesen testen Genmanipulation an Embryos,Unklar
Kosten dürfen nicht illegal auf Heimbewohner abgewälzt werden,Ärger
EU-Einfluss sei Dank,Freude
Der Ständerat empfiehlt ein Nein zur Mindestlohn-Initiative,Antizipation
Der Ständerat empfiehlt ein Nein zur Mindestlohn-Initiative,Angst
Tech-Milliardär Elon Musk fordert globales Grundeinkommen,Antizipation
Wie viel darf Gesundheit kosten?,Keine
Präventive Überwachung stösst in der Schweiz auf Zustimmung,Antizipation
Präventive Überwachung stösst in der Schweiz auf Zustimmung,Vertrauen
Staat in Australien verschärft Gesetz gegen Gesichtsschleier,Überraschung
Staat in Australien verschärft Gesetz gegen Gesichtsschleier,Antizipation
Bundesrat gegen Vaterschaftsurlaub,Traurigkeit
Bundesrat gegen Vaterschaftsurlaub,Vertrauen
Facebook und Co. fordern Überwachungs-Reform,Antizipation
Facebook und Co. fordern Überwachungs-Reform,Vertrauen
Hooligans kosten uns 30 Millionen!,Überraschung
Hooligans kosten uns 30 Millionen!,Ärger
Die Lust am Verbot,Ärger
Die Lust am Verbot,Antizipation
Big Brother wohnt in China,Vertrauen
Initiative gegen Zuwanderungs-Ja ist lanciert,Antizipation
261’000 Österreicher wollen EU-Austritt,Überraschung
Bundesrat will den Schnüffelstaat light,Überraschung
Bundesrat will den Schnüffelstaat light,Antizipation
«Die Initiative ist ärgerlich und unsinnig!»,Ärger
«Die Initiative ist ärgerlich und unsinnig!»,Antizipation
So werden wir 140 Jahre alt,Überraschung
So werden wir 140 Jahre alt,Antizipation
Huawei setzt auf 5G-Ausbau,Antizipation
Nationalrat sagt Nein zu CO2-Abgabe auf Flugtickets,Antizipation
Nationalrat sagt Nein zu CO2-Abgabe auf Flugtickets,Vertrauen
"«Glaubt mir, bald wird es wieder kälter»",Überraschung
Burka-Verbot hat laut Umfrage gute Chancen,Antizipation
So einfach schonst du die Umwelt,Überraschung
Bundesamt für Gesundheit passt Impfempfehlungen an,Vertrauen
Gesundheitskosten – faire Finanzierung statt Sparübungen,Unklar
Polens Parlament gegen Volksabstimmung über höheres Rentenalter,Antizipation
Landsgemeinde lehnt Burkaverbot ab,Vertrauen
EU-Umweltminister öffnen Tür zu neuen Anbauregeln für Genpflanzen,Antizipation
Keine Annäherung bei Reform der Altersvorsorge,Keine
Keine Annäherung bei Reform der Altersvorsorge,Antizipation
Australisches Parlament beschliesst Ehe für alle,Freude
Australisches Parlament beschliesst Ehe für alle,Vertrauen
Verfassungswidrige Besteuerung des Eigenmietwerts auf Zweitliegenschaften,Ärger
Bundesrat gegen bedingungsloses Grundeinkommen,Antizipation
SGB-Delegierte unterstützen Reform der Altersvorsorge,Antizipation
Bischof Morerod lehnt absolutes Burkaverbot ab,Vertrauen
Menschenrechtsgruppen werfen griechischer Polizei Rassismus vor,Antizipation
Menschenrechtsgruppen werfen griechischer Polizei Rassismus vor,Traurigkeit
Menschenrechtsgruppen werfen griechischer Polizei Rassismus vor,Angst
Am 29.03.2019 kommt der EU-Austritt,Antizipation
Kein käuflicher Sex mehr vor Wohnhäusern in Luzern,Keine
Weiterhin Plastiksäcke an der Ladenkasse,Unklar
Opfer des Gaza-Kriegs ohne Gerechtigkeit,Traurigkeit
Abtreibung bleibt in Liechtenstein illegal,Antizipation
Anstieg der ÖV-Tarife fällt dank Preisverhandlungen milder aus,Antizipation
Schwyz will Steuern um 30 Prozent erhöhen!,Überraschung
Bundesrat gegen längeren Vaterschaftsurlaub,Antizipation
Schärfere Strafen für Sexualtäter in Polen,Antizipation
SBB-Chef kündigt weitere Preiserhöhungen an,Antizipation
Keine Subventionen für Viehexport,Antizipation
Steuern für Lottomillionäre,Antizipation
«Bedingungsloses Grundeinkommen nicht die Lösung»,Ärger
«Bedingungsloses Grundeinkommen nicht die Lösung»,Antizipation
Hat die Kirche einen Linksdrall?,Überraschung
Französische Nationalversammlung stimmt Schuldenbremse zu,Unklar
Präzedenzfall im Online-Bereich befürchtet,Überraschung
Präzedenzfall im Online-Bereich befürchtet,Antizipation
Vorläufig keine Homo-Ehen in Kalifornien,Unklar
«Wir geraten nicht unter die Herrschaft des Halbmonds»,Antizipation
Menschenrechtsgericht bestätigt Gesichtsschleier-Verbote,Keine
"Das Klima wandelt sich, und wir wandeln uns mit ihm: Ein anderer Blick auf Greta Thunbergs Aufruf zur Panik",Überraschung
"Das Klima wandelt sich, und wir wandeln uns mit ihm: Ein anderer Blick auf Greta Thunbergs Aufruf zur Panik",Ärger
"Das Klima wandelt sich, und wir wandeln uns mit ihm: Ein anderer Blick auf Greta Thunbergs Aufruf zur Panik",Antizipation
Frauen bei Löhnen diskriminiert,Überraschung
Frauen bei Löhnen diskriminiert,Traurigkeit
Abgase müssen im Inland kompensiert werden,Antizipation
Kein Wahlrecht für Ausländer in Schaffhausen,Keine
Kein Wahlrecht für Ausländer in Schaffhausen,Antizipation
Kaum Zustimmung für Erhöhung des Rentenalters auf 67,Antizipation
Meierhans verteidigt höhere öV-Billettpreise,Antizipation
Volk sagt klar Ja zur Anti-Minarett-Initiative!,Überraschung
«Sie wollen die Schweiz auflösen!»,Ärger
Keine Plastiksäcke mehr im Jura,Antizipation
Kanton Luzern muss 2012 die Steuern erhöhen,Überraschung
Kanton Luzern muss 2012 die Steuern erhöhen,Antizipation
"Evidenzbasierter Rassismus – Algorithmen sind immer nur so schlau wie die Daten, auf denen sie beruhen",Unklar
Botswana hebt das Verbot der Elefantenjagd auf und erzürnt damit Tierschützer,Überraschung
Botswana hebt das Verbot der Elefantenjagd auf und erzürnt damit Tierschützer,Angst
Nationalratskommission gegen Frauenquote im Bundesrat,Unklar
Ständeratskommission lehnt Burkaverbot ab,Keine
Die Schweiz darf nicht der EU geopfert werden,Ärger
60 000 Unterschriften gegen das Geldspielgesetz eingereicht,Antizipation
Autofahrer kann «Schuld» am Unfall nicht dem Fahrassistenten zuschieben,Überraschung
Autofahrer kann «Schuld» am Unfall nicht dem Fahrassistenten zuschieben,Antizipation
Nein zu längeren Ladenöffnungszeiten in Genf,Keine
Rückendeckung für Schuldenbremse,Antizipation
Grosser Rat Bern gegen Ausländerstimmrecht,Unklar
Luzerner wollen keine längeren Ladenöffnungszeiten,Keine
Mindestlohn nicht in Verfassung verankert,Keine
Jagd auf Wolf soll wieder erlaubt werden,Antizipation
«Es braucht das Strafrecht nicht wegen jedem Hundegebell»,Antizipation
«Es braucht das Strafrecht nicht wegen jedem Hundegebell»,Vertrauen
«Männer haben weniger Wahlfreiheit als Frauen»,Antizipation
«Männer haben weniger Wahlfreiheit als Frauen»,Vertrauen
Populismus für Papi,Antizipation
Die schrecklich netten Familienförderer,Überraschung
Mehrheit in der Schweiz für Mindestlohn,Unklar
Kongo-Kinshasa erhöht Steuern für Bergbau-Unternehmen,Unklar
SP sieht bei Einheitskasse langfristig grosses Sparpotenzial,Antizipation
Streit um Abtreibungen,Unklar
Polizei will Prostituierte nicht vertreiben,Traurigkeit
Volvo ist beim tödlichen Uber-Unfall aus dem Schneider,Überraschung
Der Bund soll mehr Geld ausgeben statt die Steuern senken,Unklar
Vogeljagd-Verbot,Vertrauen
FDP-Frau als Heldin der Linken,Überraschung
Die Kosten für den Vaterschaftsurlaub tragen die Arbeitnehmer,Unklar
Keine Gratisbeförderung im Kanton Freiburg,Keine
Beschränkung der Zuwanderung hätte Folgen für den Wohnungsmarkt,Antizipation
Tierschutz will Verbot der Fuchsbaujagd,Unklar
Europarat warnt vor Verbot der Burka,Antizipation
Demonstrationen in Italien gegen Erhöhung des Rentenalters,Antizipation
Demonstrationen in Italien gegen Erhöhung des Rentenalters,Vertrauen
Gerichtshof befasst sich mit Sterbehilfe,Traurigkeit
Rascher Ressourcen-Verbrauch der Menschheit,Antizipation
Rascher Ressourcen-Verbrauch der Menschheit,Angst
Bundesrat will trotz Überschüssen die Schuldenbremse nicht lockern,Antizipation
Islam soll in Luzern Landeskirche werden,Antizipation
Islam soll in Luzern Landeskirche werden,Vertrauen
USA ernten Kriti für Baumwoll-Subventionen,Ärger
Der Zürcher Platzspitz bleibt weiterhin ab 23 Uhr geschlossen,Überraschung
Der Zürcher Platzspitz bleibt weiterhin ab 23 Uhr geschlossen,Ärger
Frauenquoten engen die Diversität ein,Unklar
Kritik für geplantes Burkaverbot in Österreich,Ärger
Den Vaterschaftsurlaub gibt es schon – man muss ihn nur nehmen,Vertrauen
Gegen den Drang zu härteren Strafen,Unklar
Sterbehilfe oder Mord?,Traurigkeit
«Beim Geldspielgesetz begehen wir den ersten Sündenfall»,Antizipation
Absurde neue Welt,Angst
Kein Wahlrecht für Ausländer in Schaffhausen,Keine
Impfung gefährlicher als Virus?,Angst
Fake-News gehören zur Politik – der Staat darf Facebook nicht zensurieren,Unklar
Freie Öffnungszeiten für alle!,Antizipation
Kaliforniens Senat gegen Plastiksackverbot,Traurigkeit
Weniger Verwahrungen als vor der Initiative,Ärger
Parteien vereint im Widerstand gegen bedingungsloses Grundeinkommen,Antizipation
Parteien vereint im Widerstand gegen bedingungsloses Grundeinkommen,Angst
Online-Handel muss Käufer-Alter überprüfen,Vertrauen
Kein Ausländerstimmrecht im Kanton Luzern,Vertrauen
Sparen und Steuern erhöhen,Unklar
Religionspolitik taugt nicht zur Integration,Antizipation
Facebook-Zensur mit falschem Mass,Antizipation
Superreiche sollen im Kanton Zug mehr Steuern zahlen,Vertrauen
Der Kanton Zug erhöht erstmals seit über 40 Jahren die Steuern,Vertrauen
Strafe für Sexualstraftäter gemildert,Überraschung
Strafe für Sexualstraftäter gemildert,Traurigkeit
Hohe Medikamentenpreise im Visier,Antizipation
Nationalrat spricht sich gegen Kulturrat aus,Unklar
Wenn Algorithmen bei der Personalsuche diskriminieren,Überraschung
Wenn Algorithmen bei der Personalsuche diskriminieren,Antizipation
Economiesuisse warnt vor Überregulierung,Antizipation
Economiesuisse warnt vor Überregulierung,Vertrauen
Grüne fordern jetzt eine Einheitskasse light,Überraschung
Die höheren Strafrahmen für Sexualstraftäter sind ein Appell an die Richter,Unklar
Der Roboter führt die Vorstellungsgespräche,Antizipation
Israel rechtfertigt Streubomben in Libanon,Traurigkeit
Jetzt darf Dolly-Vater Menschen klonen,Unklar
Hooligan muss zahlen,Unklar
Kein Ausländerstimmrecht im Kanton Luzern,Unklar
Weshalb der Zürcher Flughafendirektor nichts von einer Ticketabgabe hält,Überraschung
"Der Bund sollte Fixkosten senken, nicht die Schuldenbremse opfern",Unklar
"Wir dürfen nicht tolerieren, dass das Verbot von Chemiewaffen aufgeweicht wird",Angst
Frauenquoten sind eine Demontage demokratischer Grundrechte,Ärger
Länger arbeiten kommt für Verkaufspersonal nicht infrage,Unklar
Digitale Technik ist nie neutral,Angst
Warum eine nationale Flugticketabgabe der Umwelt wenig bringt,Angst
Dänemark ist das Vorbild der Geldspielgesetz-Gegner – aber auch dort gibt es Netzsperren,Vertrauen
Keine Subventionen für Tierquäler,Ärger
Cannabis soll auch in Holland illegal werden,Überraschung
Bundesrat will noch keine Beschränkung für EU-Bürger,Antizipation
Keine Besteuerung von Flugtreibstoffen,Antizipation
Tesla-Fahrer will an Unfall nicht schuld sein,Antizipation
Solothurn muss Steuern erhöhen,Antizipation
Neuseeland ermittelt gegen Google,Überraschung
Weniger Geld gegen Rassismus,Keine
Luzern spricht sich erneut gegen längere Ladenöffnungszeiten aus,Überraschung
25 Mio. Fr. jährlich für Polizei an Matches,Unklar
Wieso Singapur trotz wirtschaftlichem Erfolg die Steuern erhöhen will,Antizipation
Trotz NFA will Zug die Steuern weiter senken,Antizipation
Eine Schweizer Flugticketabgabe birgt grosse Risiken,Antizipation
Freisinnige für 16-wöchigen Elternurlaub,Antizipation
Auch Freiburg sagt Ja zur Steuerreform – doch die Läden müssen samstags weiterhin um 16 Uhr schliessen,Antizipation
Kraftwerke sollen CO2 im Inland kompensieren,Antizipation
Kraftwerke sollen CO2 im Inland kompensieren,Vertrauen
Schweizer wollen Atommüll-Problem rasch lösen,Antizipation
Jagd auf geschützte Wildtiere in der Schweiz künftig leichter,Antizipation
Jagd auf geschützte Wildtiere in der Schweiz künftig leichter,Vertrauen
Drogentests bald auch bei ÖVs?,Antizipation
Warum eine höhere Mehrwertsteuer auf Fleisch weder dem Tierwohl noch der Umwelt dient,Antizipation
Grünes Licht für neue Naturpärke,Antizipation
Im Auge des Staats: Indiens grosse Überwachungsoffensive,Antizipation
Beim Geldspielgesetz liegen die Gegner vorn,Antizipation
Die Befürworter des Geldspielgesetzes legen einen Fehlstart hin,Überraschung
Die Befürworter des Geldspielgesetzes legen einen Fehlstart hin,Antizipation
Behörden verhinderten zu Recht Sterbehilfe,Vertrauen
Busse für Google wegen Street View,Angst
Des Bischofs rechte Hand will die «Staatskirche» abschaffen – und verärgert viele Mitkatholiken,Überraschung
Des Bischofs rechte Hand will die «Staatskirche» abschaffen – und verärgert viele Mitkatholiken,Ärger
Des Bischofs rechte Hand will die «Staatskirche» abschaffen – und verärgert viele Mitkatholiken,Antizipation
«Volksbefreiung» kämpft gegen die SVP,Überraschung
Menschenrechtsrat will besser arbeiten,Antizipation
Thurgau senkt Steuern stärker,Unklar
Avenir Suisse fordert Schuldenbremse für AHV,Antizipation
Merkel für Schuldenbremse in Euro-Zone,Antizipation
Rentenalter in Bolivien gesenkt,Antizipation
Ich kritisierte den politischen Islam und die Identitätspolitik. Und plötzlich galt ich als «rechts». Warum eigentlich?,Überraschung
Ich kritisierte den politischen Islam und die Identitätspolitik. Und plötzlich galt ich als «rechts». Warum eigentlich?,Ärger
Ich kritisierte den politischen Islam und die Identitätspolitik. Und plötzlich galt ich als «rechts». Warum eigentlich?,Traurigkeit
Jetzt müssen Gemeinden die Steuern erhöhen,Überraschung
Jetzt müssen Gemeinden die Steuern erhöhen,Traurigkeit
Auf der Schlachtbank,Vertrauen
Auf der Schlachtbank,Angst
Italienischer Senat stimmt abschliessend für Schuldenbremse,Antizipation
Glarus sagt klar Nein zu Ausländerstimmrecht,Antizipation
Bundesrat will Schuldenbremse nicht lockern,Antizipation
Fünf hartnäckige Legenden über die EU,Vertrauen
Die Strafrechtskeule macht die Welt nicht besser,Überraschung
Weniger Hurrikane durch Klimaerwärmung?,Überraschung
Kein Verbot von Sterbetourismus,Ärger
Kein Verbot von Sterbetourismus,Vertrauen
Noch fehlt das Verdikt zu den wirklich heiklen Datenschutzverletzungen,Antizipation
Preise für Billette im öffentlichen Verkehr steigen weniger stark,Freude
Preise für Billette im öffentlichen Verkehr steigen weniger stark,Vertrauen
Google räumt Versäumnisse bei Datenschutz ein,Antizipation
Kulturförderung: Erneut mehr Geld für die Giesskanne,Antizipation
Kulturförderung: Erneut mehr Geld für die Giesskanne,Vertrauen
SP Frauen gegen Erhöhung des Frauen-Rentenalters,Ärger
Die Schweiz nicht austrocknen lassen,Antizipation
Die Schweiz nicht austrocknen lassen,Angst
Künstliche Intelligenz gegen Hass,Unklar
Schuldenbremse soll auf Sozialversicherungen ausgedehnt werden,Antizipation
Geht es in der Klimadebatte wirklich nur um Erkenntnis? Bekenntnisse eines Skeptikers,Überraschung
Geht es in der Klimadebatte wirklich nur um Erkenntnis? Bekenntnisse eines Skeptikers,Vertrauen
Islam-Integration von Religionsrat gefordert,Antizipation
Islam-Integration von Religionsrat gefordert,Vertrauen
Papst bleibt bei Abtreibungsverbot,Unklar
Homopaare können weiterhin nicht adoptieren,Unklar
Muss sich Europa vor China fürchten?,Überraschung
Muss sich Europa vor China fürchten?,Antizipation
Wolf reisst zwölf Schafe und vier Geissen,Traurigkeit
Wolf reisst zwölf Schafe und vier Geissen,Angst
Finnen sparen sich das Grundeinkommen,Überraschung
Finnen sparen sich das Grundeinkommen,Traurigkeit
Stocker verzichtet jetzt doch auf eine Steuersenkung für alle,Antizipation
Ist das Grundeinkommen gratis zu haben?,Überraschung
Ist das Grundeinkommen gratis zu haben?,Ärger
Immer mehr Wölfe heulen in der Schweiz – und damit auch immer öfter Walliser Viehzüchter,Überraschung
"Christlicher Staat? Politik verträgt nur so viel Religion, wie der Ungläubige akzeptieren kann",Ärger
"Stadt Zürich: Millionen im Plus, doch der Steuerfuss bleibt tabu",Antizipation
Der Klimawandel beeinträchtigt die Gesundheit von Kindern tiefgreifend,Antizipation
Der Klimawandel beeinträchtigt die Gesundheit von Kindern tiefgreifend,Traurigkeit
Der Klimawandel beeinträchtigt die Gesundheit von Kindern tiefgreifend,Angst
Künstliche Intelligenz für Diagnosen in der Kindermedizin,Überraschung
Künstliche Intelligenz für Diagnosen in der Kindermedizin,Vertrauen
Zürcher Gemeinde Rheinau fehlt Geld für Versuch mit Grundeinkommen,Antizipation
FDP Delegierte beschliessen Nein zum Mindestlohn,Antizipation
FDP Delegierte beschliessen Nein zum Mindestlohn,Traurigkeit
Nicht alle Firmen freuen sich über tiefere Steuern,Überraschung
Tiefere Steuern sind noch in weiter Ferne,Antizipation
Wohin nur mit dem Geld? Der Klimaschutz via Ausland steht vor vielen Hürden,Antizipation
Kein Bundes-Deal über Medi-Preise,Antizipation
Befragte lehnen die Reform der Altersvorsorge knapp ab,Unklar
Arme Länder müssen sich rasch auf Klimawandel vorbereiten,Antizipation
Arme Länder müssen sich rasch auf Klimawandel vorbereiten,Angst
Genfer lehnen Mindestlohn ab,Keine
"Weshalb eine Schweizer Flugticketabgabe nicht hält, was sie verspricht",Antizipation
«Die Zeit ist nicht reif»: Das Zürcher Stadtparlament verzichtet auf eine Steuersenkung,Vertrauen
Warum die Online-Regulierung im Geldspielgesetz nicht funktioniert,Antizipation
Warum die Online-Regulierung im Geldspielgesetz nicht funktioniert,Angst
"«Die SVP ist nicht bereit, bei der Altersvorsorge Verantwortung zu übernehmen»",Antizipation
Eigenverantwortung allein kann die Klimaprobleme nicht lösen,Vertrauen
Jäger sollen auf Wolf und Bär anlegen dürfen,Antizipation
Der Papst empfiehlt Nein auch zu «leichten» Drogen,Angst
«Ein Grundeinkommen wäre für Marx keine Lösung gewesen»,Antizipation
Google hat auf offene Netzwerke zugegriffen,Unklar
Statt ein Basiseinkommen will Finnland nun eine Sozialpauschale testen,Überraschung
Statt ein Basiseinkommen will Finnland nun eine Sozialpauschale testen,Traurigkeit
Duma will US-Familien Adoption russischer Kinder verbieten,Traurigkeit
Duma will US-Familien Adoption russischer Kinder verbieten,Angst
Google Street View in Australien umstritten,Ärger
Google Street View in Australien umstritten,Angst
Stadt Zürich: Wieder Millionen im Plus – und wieder sollen die Steuern nicht sinken,Ärger
Stadt Zürich: Wieder Millionen im Plus – und wieder sollen die Steuern nicht sinken,Antizipation
Thür warnt vor Gesichtserkennungssoftware,Antizipation
Thür warnt vor Gesichtserkennungssoftware,Angst
Nationalrat lehnt Mindestlohn-Initiative ab,Antizipation
Getreideproduktion bereits 2020 gefährdet,Antizipation
Getreideproduktion bereits 2020 gefährdet,Angst
Geplante AHV-Schuldenbremse stösst gemäss Umfrage auf Zustimmung,Antizipation
Datenschützer warnen vor Videoüberwachung,Angst
Abgeordnetenhaus in Rom für Schuldenbremse,Antizipation
Dürfen Schwule Kinder kriegen?,Traurigkeit
Wolf- und Luchsbestände mit Jagd regulieren,Antizipation
Präventive Wirkung von Überwachungskameras ist beschränkt,Überraschung
«Bringt dem Klima nicht viel»: FDP verzichtet im Positionspapier auf die Flugticketabgabe,Antizipation
Lebendgeburten bei Abtreibungen: Zum Sterben geboren,Traurigkeit
"Die Exit-Strategien in der EU verblassen, doch künftig wird mehr Selbstbestimmung gefordert",Antizipation
"Die Exit-Strategien in der EU verblassen, doch künftig wird mehr Selbstbestimmung gefordert",Vertrauen
