emotion_en,sentence_en,emotion_de,sentence_de
sadness,life is so boring without you,Traurigkeit,Das Leben ist so langweilig ohne dich
sadness,is way too sleepy to be awake,Traurigkeit,"ist viel zu schläfrig, um wach zu sein"
sadness,. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed,Traurigkeit,".@WickedBluGlow Er ist krank.Schweres Fieber.Ging zu Dr.Teil des Grundes, warum ich Aladdin 2 jetzt beobachte und immer noch nicht gefüttert wurde"
happiness,good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on,Freude,Guten Morgen Twiggas und zuckt
neutral,@djenemyofnts @NemoIsBack @JPMizDELiCiOUS Goodnite sexy twiggas,Unklar,@djenemyofnts @nemoisback @jpMizdelicious Goodnite Sexy Twiggas
neutral,@atlanta_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...,Unklar,"@atlanta_arcelay http://twitpic.com/4xvw2 - Ich wurde von einem männlichen Chihuahua verfolgt, der aussah, als wäre er heute schwanger, er war schwarz und ..."
neutral,@sapauljoseph me too  chrome's popup blocker is better,Unklar,@sapauljoseph ich zu Chromes Popup -Blocker ist besser
happiness,@BoyceAvenue hey guys it's leann. . i dont know if you remember me but i just wanted to say that i'm very excited to see you guys go far,Freude,"@Boyceavenue Hey Leute, es ist LeAnn..Ich weiß nicht, ob du dich an mich erinnerst, aber ich wollte nur sagen, dass ich sehr aufgeregt bin, euch weit zu sehen"
worry,@MattyV AND! you wouldnt even be able to go. its too far for you,Angst,@Mattyv und!Sie wären nicht einmal in der Lage zu gehen.Es ist zu weit für dich
sadness,not a very good day at the house,Traurigkeit,Kein sehr guter Tag im Haus
love,"I am so grateful I am your daughter!  Happy Mother's Day, Okasan.  Thank you for everything... always!",Vertrauen,"Ich bin so dankbar, dass ich deine Tochter bin!Glücklicher Muttertag, Okasan.Danke für alles ... immer!"
hate,"@TalentAgentLA unfort, i can't DM you b/c ur not following me",Ekel,@Talentagentla leider kann ich nicht dm du b/c du folge mir nicht folgen
neutral,@unreal_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,Unklar,@unreal_g: Ich habe mich in den letzten zwei Wochen selbst wie ein Zugschreck gefühlt.Aber es ist nicht PiggyStuff.Also sind wir dann gut.
worry,@Smilystace i am so sorry,Angst,@SmilyStace Es tut mir so leid
sadness,"@ElectraX ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)",Traurigkeit,"@Electrax ... Es tut mir leid, dass du immer noch krank bist, du kennst die meisten von ihnen, und ich weiß, dass du den ""Pelzer präsent"" erraten wirst.;-)"
hate,Sooo.....I'm kinda o sick n tired of the bs that guys dish out  !!!!!!!!,Ekel,"Also ..... ich bin ein bisschen krank und müde von den BS, die die Jungs austeilen !!!!!!!!"
happiness,on the way to kuya jordan's house for an O's sleepover  !,Freude,Auf dem Weg zu Kuya Jordans Haus für einen O -Übernachten!
sadness,"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",Traurigkeit,"Ein weiterer wunderschöner Tag hier in Pau ... wird diesmal in 2 Wochen zu Hause sein, so deprimierender Gedanken!"
love,Sunburned from Venice and watching Fred Claus....Such excitement!!,Vertrauen,Sonnenbrand aus Venedig und beobachtete Fred Claus .... Diese Aufregung !!
sadness,is feeling sad  I so dont do goodbye'z!!!!,Traurigkeit,"Ich bin traurig, dass ich mich also nicht verabschiedet !!!!"
love,missing bham,Vertrauen,vermisster Bham
worry,i need monies.  school is expensive.,Angst,Ich brauche Gelder.Schule ist teuer.
love,@huma_rashid aww how cute  I like that song a lot,Vertrauen,@Huma_Rashid aww wie süß ich dieses Lied mag
happiness,"@veropperez great!!  i've gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!",Freude,"@veropperez großartig !!Ich muss die Texte einsetzen, den Hintergrund beenden, dann ein paar Schreiben durchgehen und dann fertig sein !!"
surprise,"@skinnylatte many! mine included. ahem. shld have known better back then, wldn't have missed so many opportunities haha",Überraschung,"@Skinnylatte viele!meine eingeschlossen.Hm.Soll es noch besser gewusst haben, wir hätten nicht so viele Möglichkeiten verpasst, haha"
happiness,Well I am up and have been productive since 5:30am!!! Woohoo busy day with lots to do!,Freude,"Nun, ich bin auf und bin seit 5:30 Uhr produktiv !!!Woohoo geschäftiger Tag mit viel zu tun!"
sadness,Lula is not feeling well.  http://tinyurl.com/m8kcsq,Traurigkeit,Lula fühlt sich nicht gut.http://tinyurl.com/m8kcsq
worry,Again working on the internet shop ... don't think we will achieve the goal of uploading by the previously set time   Will keep going,Angst,"Wieder im Internetshop arbeiten ... Ich glaube nicht, dass wir das Ziel des Hochladens durch die zuvor festgelegte Zeit erreichen werden"
hate,"I hate that you can't edit loose-in-the-tweetisphere tweets, as you always notice spelling mistakes a millisecond after clicking 'update'",Ekel,"Ich hasse es, dass Sie keine Tweets im Tweetisphere bearbeiten können, da Sie nach dem Klicken auf ""Update"" immer die Rechtschreibfehler bemerken, wenn Sie auf ""Update"" geklickt haben."
worry,wats up with the racism in australia? Its not nice,Angst,Was ist mit dem Rassismus in Australien los?Es ist nicht nett
love,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",Vertrauen,"Zuhause bis morgen.Hat mein Laufen und Drehen.Jetzt Zeit für Chiropraktiker, Wäsche, Einkaufen und Besuch der Familie.Vermisster Nathan"
neutral,"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it's a fake",Unklar,"Sie hatten eine Seite, dann einen Blog, jetzt haben sie die schlechteste Zonierung/Konzept des Jahres - Himmel. Fr, sag meh, es ist eine Fälschung"
neutral,"@agrinavich This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",Unklar,"@Agrinavich das ist spät, aber ich war damals tatsächlich in der Rechtschreibbiene.Ich wurde jedoch im Staatsfinale beseitigt."
happiness,@AllanGoesDMB I listen to it alot at work.  Damn good show!,Freude,@Allangoesdmb Ich höre es mir viel bei der Arbeit an.Verdammt gute Show!
sadness,@kickzfadayz Our boy better get it in tonight!!!! Or it's all over,Traurigkeit,"@Kickzfadayz unser Junge, bekomme es heute Abend besser in !!!!Oder alles ist vorbei"
neutral,@FotoWala wow! I've joined the photography scene pretty recently so this (large format) makes it even more interesting,Unklar,"@Fotowala wow!Ich habe mich vor kurzem in der Fotobandszene angeschlossen, damit dieses (Großformat) es noch interessanter macht"
happiness,Had quite a cool day with Charlie and then Ben aswell (: got lost and stung by nettles,Freude,Wir hatten einen ziemlich coolen Tag mit Charlie und dann auch Ben (: Ich habe mich von Brennnesseln verloren gegangen und stach
neutral,off to work..,Unklar,zur Arbeit..
neutral,says it's raining again  http://plurk.com/p/x2ydn,Unklar,"sagt, es regnet erneut http://plurk.com/p/x2ydn"
surprise,"@jacvanek omggg, how were the &quot;crazy cobras&quot; i wantewd to see them when they were in London",Überraschung,"@JACVANEK OMGGG, wie waren die ""verrückten Cobras"" & quot;Ich wollte sie sehen, wenn sie in London waren"
love,"I love the start to a fresh new week, 'tis when I am motivated most",Vertrauen,"Ich liebe den Start in eine neue neue Woche, wenn ich am meisten motiviert bin"
neutral,"@mastersunshine You're welcome, of course!",Unklar,@mastersunshine du bist natürlich willkommen!
worry,@retrorewind can you play I Wish by Jordan Knight,Angst,@RetroreWind Kannst du spielen? Ich wünsche Jordan Knight?
happiness,just had an orgasmic sandwich,Freude,Hatte gerade ein orgasmisches Sandwich
neutral,@troublebrother very much much much mash!!!! more please,Unklar,@Troulblebrother sehr viel Brei !!!!mehr Bitte
hate,French isn't meant to be taught to asians,Ekel,Französisch soll Asiaten nicht beigebracht werden
neutral,"@msclara in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*",Unklar,"@msclara Tatsächlich war ich anscheinend dein erster Anhänger, 4 vor M selbst.Äh.*Jetzt verlegen**"
neutral,"@brianwierman ... Yay! I can give you a lesson tomorrow, at Church.",Unklar,"@brianwierman ... yay!Ich kann Ihnen morgen, in der Kirche, eine Lektion geben."
happiness,I'm really happy...and drunk  but really happy,Freude,"Ich bin wirklich glücklich ... und betrunken, aber wirklich glücklich"
love,"got THE best mothers day present from Tys. It made me cry uncontrollably, and it wasn't a present",Vertrauen,"Habe das beste Muttertag von Tys.Es ließ mich unkontrolliert weinen, und es war kein Geschenk"
neutral,@ poll : was trying to get it to work in a powerpoint to no avail.,Unklar,"@ Umfrage: Versuchte, es ohne Erfolg in einem PowerPoint zu bringen."
sadness,I have no friends,Traurigkeit,ich habe keine Freunde
neutral,@dmoneymania  I'm sorry. Excited for tomorrow night? Karaoke!! Getting anything special for bday?,Unklar,@dmoneymania Es tut mir leid.Aufgeregt für morgen Abend?Karaoke !!Etwas Besonderes zum Geburtstag bekommen?
happiness,@mattmercy yay! we will have to get together soon and do something,Freude,@mattmercy yay!Wir müssen uns bald treffen und etwas tun
love,@tamamic - Definitely following @TorontoStarMaps - I've been &quot;following&quot; the creator of this feature since 2005!,Vertrauen,@Tamamic - definitiv folgen @TorontoStarMaps - Ich habe mich folgen.Der Schöpfer dieser Funktion seit 2005!
neutral,I'm getting more and more followers... look out Ashton!,Unklar,Ich bekomme immer mehr Follower ... schau aus Ashton!
sadness,@claireyjonesy LMAO i want him to reply  booooo you @tommcfly REPLY TO ONE OF US lmfaoooo,Traurigkeit,"@clairyjonesy lmao Ich möchte, dass er antwortet, booooo u @tommcfly antwortet einem von uns lmfaoooo"
surprise,pretty bummed that it had to rain last nite! oh well  still had fun! Goldfish is highly overrated!,Überraschung,"Ziemlich verblüfft, dass es letzte Nacht regnen musste!Na ja, hatte immer noch Spaß!Goldfisch ist stark überbewertet!"
hate,I never get invited to go anywhere,Ekel,"Ich werde nie eingeladen, irgendwohin zu gehen"
surprise,Just realized all his fantastic nerdfriends no longer live in Rochester,Überraschung,"Ich habe gerade festgestellt, dass all seine fantastischen Nerdfriends nicht mehr in Rochester leben"
neutral,"@TehCheapOne Ok, im not really that far yet  On the 2nd part of 4. Wish she did them earlier though, like mid day so I could be involved",Unklar,"@Tehcheapone ok, ich bin noch nicht so weit am 2. Teil von 4, ich wünschte, sie habe sie früher getan, wie Mid Day, damit ich involviert sein könnte"
worry,@arodomus aww sorry to hear you are having a bad time. Remember: this too shall pass,Angst,"@arodomus aww tut mir leid zu hören, dass du eine schlechte Zeit hast.Denken Sie daran: Auch dies soll vergehen"
surprise,"@jerwjr Yes.  Me too. I can't understand why they have to do that. I mean, I know it's all about Hollywood, but this thing is called love.",Überraschung,"@Jerwjr Ja.Ich auch.Ich kann nicht verstehen, warum sie das tun müssen.Ich meine, ich weiß, es geht nur um Hollywood, aber dieses Ding heißt Liebe."
worry,I will miss the soccer moms,Angst,Ich werde die Fußballmütter vermissen
surprise,@theevilgumby oh that was when he went down to the crowd...how epic dude,Überraschung,"@Theevilgumby Oh, das war, als er zur Menge hinunterging ... wie epischer Kerl"
sadness,@Kelly_StrayCat I sorry!!  Me no like when people I like don't feel well. Your tummy?,Traurigkeit,"@Kelly_Straycat Es tut mir leid !!Ich nein, wenn Leute, die ich mag, nicht gut fühlen.Dein Bauch?"
worry,@ZAmmi *hugs*  I'm so sorry.. anything I can do?,Angst,"@Zammi * Umarmungen * Es tut mir so leid. Alles, was ich tun kann?"
neutral,Saw James carville in the store today. His head is really that bald,Unklar,Ich habe James Carville heute im Laden gesehen.Sein Kopf ist wirklich so kahlen
happiness,@theellenshow @KalebNation twilightguy.com kalebnation.com youtube.com/kalebnation PUT HIM ON THE SHOW! Sry for spamming but we love him,Freude,"@Theellenshow @kalebnation twilightguy.com kalebnation.com youtube.com/kalebnation setzen ihn in die show!Sry zum Spam, aber wir lieben ihn"
neutral,I would of won that contest if I weren't to have chickened out,Unklar,"Ich würde diesen Wettbewerb gewonnen, wenn ich nicht geteilt hätte"
love,Enjoying my weekend with my kids!,Vertrauen,Ich genieße mein Wochenende mit meinen Kindern!
love,up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz  puppy n BF,Vertrauen,"up um 4:30 Uhr Westküste Zeit ... Gettin ist bereit, meinen Flug nach Hause zu fangen."
worry,"@mela0521 dont think too hard, its bad for your health  lol love u girl",Angst,"@mela0521 denk nicht zu sehr, es ist schlecht für deine Gesundheit lol liebe dich Mädchen"
happiness,whoa. that was some showering session,Freude,whoa.Das war eine Duschsitzung
happiness,i've heard Basment Jaxx's new song &quot;Raindrops&quot;...that's fantastic!!! and makes me dancing  i can't wait Fuji Rock Festival...,Freude,"Ich habe Basement Jaxx 'neues Lied ""Regentropfen"" gehört, das ist fantastisch !!!Und bringt mich zum Tanzen. Ich kann es kaum erwarten, Fuji Rock Festival ..."
neutral,@JusticeJuice  That's alright. Add your egg and maybe some sort of leftover meat and it's not so bad &lt;3,Unklar,@Justicejuice das ist in Ordnung.Fügen Sie Ihr Ei hinzu und vielleicht eine Art übrig gebliebenes Fleisch und es ist nicht so schlimm & lt; 3
worry,@elizabite  I'm so sorry.  I don't understand why some people expect everyone to react to these things with the same &quot;poise&quot; as themselves,Angst,"@elizabite Es tut mir so leid.Ich verstehe nicht, warum manche Leute erwarten, dass jeder auf diese Dinge reagiert, mit dem gleichen "".wie sich selbst"
sadness,is up and ready,Traurigkeit,ist auf und bereit
hate,"It's Monday, and I am still cleaning up the mess from Thursday night's storm.  Like I wasn't busy enough this week!",Ekel,Es ist Montag und ich räume immer noch das Chaos aus dem Sturm am Donnerstagabend auf.Als wäre ich diese Woche nicht beschäftigt genug!
happiness,"@audreythebaby gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",Freude,"@audreythebaby nice mac un ah!Wenn es auf dem Markt ist, ist er sicher teurer als der MacBook Pro.Das Konzept ist cool!"
worry,The reason why I can't find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,Angst,"Der Grund, warum ich das neueste Arena -Magazin nicht finden kann, ist, dass es aufgrund der Rezession gefaltet ist.Grrrrr.GQ/FHM überleben?Keine Gerechtigkeit."
worry,Started following QueenRania for a change,Angst,Begann Queenrania zur Abwechslung zu folgen
neutral,"@netvibes Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?",Unklar,"@netvibes danke.Ich bin gierig und suche ein vollwertiges Widget (a la Twitter), damit ich innerhalb von NV mögen und teilen kann.2 Viel zu erwarten?"
love,@Broooooke_ listen to FTSK  they stop my bordum  haha how was your day? finished crying about Harold? ha xx,Vertrauen,"@Broooooke_ Hören Sie sich FTSK an, sie stoppen mein Bordum, haha, wie war dein Tag?fertig mit Harold zu weinen?ha xx"
