sentence_de,emotion_de,emotion_en,sentence_en
Bischöfe fordern mehr Engagement gegen Klimawandel,Antizipation,enthusiasm,Bishops demand more commitment to climate change
Ein neues «Markt-Design» soll Probleme des Strommarktes beseitigen,Antizipation,enthusiasm,A new “market design” should eliminate problems of the electricity market
Dynamische Preise haben Ärgerpotenzial,Unklar,neutral,Dynamic prices have trouble potential
Referendum gegen Verlängerung der Ladenöffnungszeiten steht,Unklar,neutral,Referendum against extension of the shop opening times is
So wechsle ich die Krankenkasse,Antizipation,enthusiasm,So I change the health insurance company
Gegen die Religionsfeindlichkeit,Antizipation,enthusiasm,Against the hostility to religion
Wirkungsvolle Massnahme zur Minderung des Plastiksäckli-Verbrauchs,Freude,happiness,Effective measure to reduce plastic sack consumption
Wenn die Ausnahme zum Normalfall wird,Unklar,neutral,If the exception becomes normal case
Auch bei Google wird die Privatsphäre neuerdings grossgeschrieben,Freude,happiness,The privacy has recently been capitalized on Google
Polens Regierung macht Politik auf dem Rücken eines Dreijährigen,Unklar,neutral,Poland's government makes politics on the back of a three -year -old
Google räumt Versäumnisse bei Datenschutz ein,Antizipation,enthusiasm,Google grants failures in data protection
"Fussball, grün und vegan",Freude,happiness,"Football, green and vegan"
Und wieder einmal vollführt der Bitcoin Kurssprünge,Unklar,neutral,And once again the Bitcoin performs course jumps
Die Medikamente müssen beim Spitaleintritt genau überprüft werden,Unklar,neutral,The medication must be carefully checked when entering the hospital
Wie wir für die kommenden Krisen gewappnet sein können – IKRK-Präsident Peter Maurer über die Zukunft der humanitären Nothilfe,Vertrauen,love,How we can be prepared for the upcoming crises-IKRK President Peter Maurer on the future of humanitarian emergency aid
IS-Rekruten haben keine Ahnung vom Islam,Antizipation,enthusiasm,IS recruits have no idea from Islam
Wie viele Eltern kann das Kind eines lesbischen Ehepaares haben?,Antizipation,enthusiasm,How many parents can the child of a lesbian couple have?
So leicht kommt sie nicht in den Knast,Überraschung,surprise,It doesn't get that easy into jail
EU will Google zerschlagen,Ärger,anger,EU wants to smash Google
Jetzt müssen Gemeinden die Steuern erhöhen,Traurigkeit,sadness,Now municipalities have to increase taxes
Tausende in USA demonstrieren für höheren Mindestlohn,Unklar,neutral,Thousands in the USA demonstrate for higher minimum wages
Economiesuisse warnt vor Überregulierung,Vertrauen,love,Economiesuisse warns of over -regulation
Schweizer Industrieunternehmen sehen Chancen durch Industrie 4.0,Überraschung,surprise,Swiss industrial companies see opportunities through Industry 4.0
Ein Abstecher in die düstere Welt der Sekten,Vertrauen,love,A detour into the dark world of sects
"Mehr Steuern zahlen, um zu sparen",Unklar,neutral,Pay more taxes to save
"Ein anderes Volk, bitte!",Antizipation,enthusiasm,"Another people, please!"
"Schweizer Gymnasien: Besser machen, was gut ist",Vertrauen,love,Swiss high schools: do better what is good
Droht jetzt der 17-Stunden-Tag?,Ärger,anger,Is the 17-hour day threatening now?
Finanzdirektoren unterstützen die Steuervorlage 2017,Antizipation,enthusiasm,Financial directors support the 2017 tax template
Juncker beruft EU-Sondertreffen zu Flüchtlingskrise ein,Antizipation,enthusiasm,Juncker appeals to the refugee crisis of the EU
«Historische» Gemeindeversammlung: Regensdorf spricht sich für die Surfanlage aus,Antizipation,enthusiasm,"""Historical"" municipal assembly: Regensdorf speaks for the surfing system"
Wichtiger Fingerzeig an die Richter,Unklar,neutral,Important finger at the judges
«Ohne Grundeinkommen wird es nicht gehen»,Antizipation,enthusiasm,"""It won't work without basic income"""
Die Strafverfolger haben weniger Telefonüberwachungen angeordnet,Antizipation,enthusiasm,The law enforcement officers have ordered fewer telephone surveillance
Rentenalter 67 auf Sterbebett,Antizipation,enthusiasm,Retirement age 67 on deathbed
Startschuss für AHV-Ausbau,Unklar,neutral,The starting signal for AHV expansion
Wer trägt eigentlich die Verantwortung für den Klimawandel?,Antizipation,enthusiasm,Who is actually responsible for climate change?
Schwein ist mein ganzes Herz,Ärger,anger,Pig is my whole heart
Film- und Medienförderung: «Es geht nicht um eine Sonderstellung»,Unklar,neutral,"Film and media funding: ""It's not about a special position"""
Wie viele Eltern kann das Kind eines lesbischen Ehepaares haben?,Überraschung,surprise,How many parents can the child of a lesbian couple have?
Rassismus im Sport - Ein grosses Tabuthema,Traurigkeit,sadness,Racism in sport - a big taboo subject
«Computer machen weniger Fehler als Zöllner»,Vertrauen,love,"""Computers make fewer mistakes than customs duties"""
"EU verhängt Busse von 1,5 Milliarden Euro gegen Google",Ärger,anger,EU imposes buses of 1.5 billion euros against Google
Die Schweizer sind am fleissigsten – ein Mythos?,Überraschung,surprise,The Swiss are the most diligent - a myth?
Schule ist so stark vereinheitlicht wie nie zuvor,Vertrauen,love,School is more standardized as ever before
Was der Bundesrat bei der AHV-Vorlage verschweigt,Antizipation,enthusiasm,What the Federal Council does not see on the AHV template
Pfiffe im Letzi sind unnötig!,Vertrauen,love,Whistles in the Letzi are unnecessary!
Google umgeht Datenschutz-Vorkehrungen für Apples iPhone und iPad,Ärger,anger,Google bypasses data protection precautions for Apple's iPhone and iPad
Weniger als 2 Prozent der Proben sind positiv – wie schmutzig ist die Leichtathletik aber wirklich?,Antizipation,enthusiasm,Less than 2 percent of the rehearsals are positive - but how dirty is athletics really?
Zur Rose muss wachsen – und tut das auch,Überraschung,surprise,To the rose has to grow - and do that too
Nach Ausländern sollen nun auch Teenager in der Stadt Zürich politisch mitreden dürfen,Überraschung,surprise,"According to foreigners, teenagers in the city of Zurich should now have a political say"
Kanada – eine Grossmacht im Cannabis-Geschäft,Unklar,neutral,Canada-a great power in the cannabis business
"Zürcher Kirchen leisten mehr für die gesamte Gesellschaft, als sie vom Staat dafür erhalten",Vertrauen,love,Zurich churches do more for society as a whole than they receive from the state
Winterthur will mehr Kaderfrauen,Antizipation,enthusiasm,Winterthur wants more squad women
Die EU ist porös geworden,Angst,worry,The EU has become porous
Jagdverbotsinitiative geht selbst SP und Grünen zu weit,Antizipation,enthusiasm,Hunting ban initiative goes too far even SP and the Greens
Weihnachten für Politiker: Es winken bis zu 2 Milliarden Franken – dank einer Lockerung der Schuldenbremse,Antizipation,enthusiasm,Christmas for politicians: There are up to CHF 2 billion - thanks to a loosening of the debt brake
Hooligans töten 19-jähriges Talent des eigenen Klubs,Traurigkeit,sadness,Hooligans kill 19-year-old talent of his own club
Zürcher Kulturpolitik: Es knorzt im Gebälk der Förderarchitektur,Überraschung,surprise,Zürcher Cultural Policy: There is a nest in the entablature of the funding architecture
Bedingungsloser Denkanstoss?,Antizipation,enthusiasm,Unconditional food for thought?
Kein Gratis-Lunch bei Google und Co.: Die Nutzer zahlen indirekt,Antizipation,enthusiasm,No free lunch on Google and Co.: The users pay indirectly
Russische Anti-Doping-Agentur wird begnadigt,Antizipation,enthusiasm,Russian anti-doping agency is pardoned
WEF: Die Welt tanzt auf einem Schuldenberg,Antizipation,enthusiasm,WEF: The world dances on a debt mountain
Steuern für Lottomillionäre,Antizipation,enthusiasm,Taxes for Lottomaillionären
Anstieg der ÖV-Tarife fällt dank Preisverhandlungen milder aus,Antizipation,enthusiasm,Thanks to price negotiations
Der Spiegel im Wasserglas,Angst,worry,The mirror in the water glass
"In der Beiz, im Job, bei der Polizei",Traurigkeit,sadness,"In the Beiz, in the job, with the police"
Grippeimpfstoff von Novartis gefährlich?,Angst,worry,Novartis flu vaccine dangerous?
Künstliche Intelligenz besser bei Hautkrebsdiagnose als Ärzte,Freude,happiness,Artificial intelligence better with skin cancer diagnosis than doctors
Schützt Grippe-Impfung Säugling?,Antizipation,enthusiasm,Protects flu vaccination infant?
Veganes Essen per Gesetz? Wie kleine Gruppen die Debatte um unser Essen zuspitzen,Unklar,neutral,Vegan's food by law?How small groups are talking about the debate about our food
Wenn ein Helikopter in den Gefängnishof fliegt,Traurigkeit,sadness,When a helicopter flies into the prison courtyard
«Wir haben eine falsche Zuwanderung»,Antizipation,enthusiasm,"""We have a wrong immigration"""
Sterbehilfe für eine Volksinitiative,Unklar,neutral,Euthanasia for a popular initiative
Kanada wagt das Cannabis-Experiment,Freude,happiness,Canada dares the cannabis experiment
"Ersetzen Google, Apple und Co den Nationalstaat?",Angst,worry,"Do Google, Apple and Co replace the nation state?"
Kanton Zürich bittet Kitas zur Kasse,Ärger,anger,Canton of Zurich asks daycare centers to pay
Papst prangert Abtreibungen als Auftragsmorde an,Unklar,neutral,Pope denounces abortions as order murders
Die Menschheit muss ihre klimaschädlichen Emissionen vollständig eliminieren – doch CO2-Steuern sind dafür nicht das richtige Mittel,Antizipation,enthusiasm,Humanity has to completely eliminate its climate-damaging emissions-but CO2 taxes are not the right remedy for this
"Die Kirche kann gar nicht anders, als sich in die Politik einzumischen",Antizipation,enthusiasm,The church cannot help but interfere in politics
Jetzt setzt auch die Politik auf Influencer,Antizipation,enthusiasm,Now politics is also relating to influencers
5 Folgen für die Schweiz,Angst,worry,5 episodes for Switzerland
Google schwieg ein halbes Jahr über Datenpanne bei Online-Netzwerk,Ärger,anger,Google was silent about data breakdown at online network for half a year
Das Tessin ist dritter Kanton mit einem Mindestlohn,Überraschung,surprise,The Ticino is the third canton with a minimum wage
Der kassenlose Laden kommt in die Schweiz –wird bald auch Gesichtserkennung eingesetzt?,Antizipation,enthusiasm,The cashless shop comes to Switzerland - will face recognition soon also used?
«Time» kürt Frauen hinter #MeToo-Bewegung zur Person des Jahres,Unklar,neutral,"""Time"" chose women behind #metoo movement to the person of the year"
Haben Hacker das iPhone X geknackt?,Vertrauen,love,Did hackers crack the iPhone X?
Kritik am SF wegen Werbung im Kinderprogramm,Ärger,anger,Criticism of the SF about advertising in the children's program
Die Wende schon am Ende!,Überraschung,surprise,The turn at the end!
"Liebe Rentner, lebt nicht auf unsere Rechnung!",Unklar,neutral,"Dear pensioners, do not live on our account!"
"Millionen Impfdosen werden auf dem Weg in abgelegene Regionen wirkungslos, weil die Kühlkette unterbrochen wird. Diese ETH-Forscher haben die Lösung",Antizipation,enthusiasm,Millions of vaccine cans become ineffective on the way to remote regions because the cold chain is interrupted.These ETH researchers have the solution
Big Brother wohnt in China,Vertrauen,love,Big Brother lives in China
"Die stillen Motoren hinter Google, Facebook & Co.",Überraschung,surprise,"The quiet engines behind Google, Facebook & Co."
Wie nachhaltig kann ein Ölkonzern sein?,Vertrauen,love,How sustainable can an oil company be?
Ausländer sollen wählen dürfen!,Unklar,neutral,Foreigners should be allowed to choose!
Die obersten 5 Prozent zahlen zwei Drittel der direkten Bundessteuer,Antizipation,enthusiasm,The top 5 percent pay two thirds of the direct federal tax
Statt ein Basiseinkommen will Finnland nun eine Sozialpauschale testen,Traurigkeit,sadness,"Instead of a basic income, Finland now wants to test a social flat rate"
So sollten linke Initiativen aussehen,Antizipation,enthusiasm,So left initiatives should look
Nationalratskommission will Ehe für alle schrittweise regeln,Antizipation,enthusiasm,National Council commission wants to gradually regulate marriage for everyone
"Böser Konvertit, guter Konvertit",Vertrauen,love,"Evil convert, good convert"
Bundesgericht: Sollen Krankenkassen die Kosten für Geschlechtsanpassungen im Ausland übernehmen?,Unklar,neutral,Federal Supreme Court: Should health insurance companies cover the costs for gender adjustments abroad?
Ford testet den Effekt selbstfahrender Autos mit getarntem Fahrer,Antizipation,enthusiasm,Ford tests the effect of self -driving cars with a camouflaged driver
Ungarischer Zuhälter kommt um den Pranger herum,Ärger,anger,Hungarian pimp comes around the pillory
Exportwachstum nur dank höherer Medikamentenpreise,Freude,happiness,Export growth only thanks to higher medication prices
Fahrer automatisierter Fahrzeuge müssen mit Rechtsunsicherheit leben,Antizipation,enthusiasm,Drivers of automated vehicles have to live with legal uncertainty
«Der Suizid ist ein Riesenschritt. Das ist nicht wie das Streichen eines Brötchens»,Unklar,neutral,«Suicide is a giant step.It's not like painting a bun »
«Ich stimme auf jeden Fall dafür»,Antizipation,enthusiasm,"""In any case, I vote for it"""
